gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,coordinator,0.843307384341637,0,0.7300332056612213,"Betweenness top 22.1%, PageRank top 24.0%; межкластерных связей 3, близость к seed 0.68. Паттерны: циклов 1."
100000000369781100,coordinator,0.4444555160142349,4,0.3592335766842084,"Betweenness top 63.3%, PageRank top 18.9%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
100000000375150100,consolidator,0.5046752669039146,13,0.4282844938892981,"Получает от 1 отправителей (top 59.0%), вход 300.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000404740100,coordinator,0.4527740213523132,25,0.35493732311571285,"Betweenness top 63.3%, PageRank top 14.0%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
100000000408846100,terminal,0.7086565836298931,26,0.37810013031635015,"Получено 40.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000413678100,distributor,0.812070284697509,3,0.65762689486408,"Отправляет 3 получателям (top 8.9%), 18 переводов на 528.2 тыс. KZT; выраженный fan-out. Паттерны: повторных маршрутов 1."
100000000424935100,consolidator,0.4206272241992882,28,0.3149384362907939,"Получает от 1 отправителей (top 59.0%), вход 15.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000425407100,terminal,0.6599644128113878,2,0.4260941219515953,"Получено 20.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000437046100,distributor,0.9210540960156305,0,0.8272401411841983,"Отправляет 42 получателям (top 0.4%), 73 переводов на 7.61 млн KZT; выраженный fan-out. Паттерны: циклов 472, повторных маршрутов 4, цепочек A→B→C 2, дроблений 5, синхронных дней 1."
100000000440392100,terminal,0.7678158362989324,5,0.5141098443831035,"Получено 105.7 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000456947100,peripheral,0.6317148576512455,72,0.3180261249614364,"Периферийный узел: входящих/исходящих связей 0/0, оборот 0 KZT; сильной структурной роли нет."
100000000470237100,coordinator,0.45542081850533817,28,0.36170626547228857,"Betweenness top 63.3%, PageRank top 12.5%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
100000000481716100,terminal,0.6135275800711742,8,0.37755294149682095,"Получено 8.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000489417100,transit,0.9691942704626335,13,0.675939881272168,"Получено 73.5 тыс., отправлено 80.0 тыс. KZT; совпадение потоков 92%, быстрое перенаправление 100%."
100000000490383100,distributor,0.8735899924512024,5,0.6765957935895658,"Отправляет 8 получателям (top 3.2%), 9 переводов на 461.4 тыс. KZT; выраженный fan-out."
100000000500040100,consolidator,0.4930071174377224,0,0.3822383062606817,"Получает от 1 отправителей (top 59.0%), вход 20.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000507799100,coordinator,0.7220040035587189,38,0.5400291335681177,"Betweenness top 6.3%, PageRank top 97.8%; межкластерных связей 1, близость к seed 0.68."
100000000533217100,terminal,0.7303425266903915,0,0.46026627284340804,"Получено 53.6 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000534581100,coordinator,0.7027669039145907,3,0.5440595950589301,"Betweenness top 19.0%, PageRank top 64.7%; межкластерных связей 1, близость к seed 0.32."
100000000542087100,consolidator,0.3959564056939502,36,0.2803662998862732,"Получает от 1 отправителей (top 59.0%), вход 8.5 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000552584100,distributor,0.7018060498220641,23,0.5682646301627382,"Отправляет 1 получателям (top 23.8%), 1 переводов на 57.5 тыс. KZT; выраженный fan-out. Паттерны: циклов 2."
100000000555721100,terminal,0.8514813167259786,0,0.5463889844427844,"Получено 113.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000557536100,consolidator,0.5134608540925266,36,0.3926279655109726,"Получает от 1 отправителей (top 59.0%), вход 153.0 тыс. KZT; наблюдаемый остаток 100%. Паттерны: повторных маршрутов 1. Граница depth=4: исходящий поток может быть усечён."
100000000560751100,terminal,0.6769661921708184,13,0.4295844485413237,"Получено 25.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000561160100,consolidator,0.5868193950177936,2,0.44973111062256965,"Получает от 1 отправителей (top 59.0%), вход 240.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000569479100,terminal,0.817838078291815,0,0.49271683136627115,"Получено 320.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000572276100,distributor,0.6179403914590748,1,0.4490220356199387,"Отправляет 1 получателям (top 23.8%), 1 переводов на 34.5 тыс. KZT; выраженный fan-out."
100000000580561100,distributor,0.8605845195729538,43,0.7691583529691178,"Отправляет 3 получателям (top 8.9%), 13 переводов на 1.49 млн KZT; выраженный fan-out. Паттерны: циклов 2, повторных маршрутов 1."
100000000581662100,consolidator,0.40058274021352314,12,0.3298229402210274,"Получает от 1 отправителей (top 59.0%), вход 21.2 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000581682100,consolidator,0.393202846975089,28,0.29015685266090074,"Получает от 1 отправителей (top 59.0%), вход 5.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000583220100,distributor,0.6627357651245552,67,0.5083275734626084,"Отправляет 1 получателям (top 23.8%), 4 переводов на 761.3 тыс. KZT; выраженный fan-out. Паттерны: повторных маршрутов 1."
100000000594783100,distributor,0.7798376334519573,23,0.6559299906708994,"Отправляет 2 получателям (top 13.6%), 2 переводов на 152.5 тыс. KZT; выраженный fan-out. Паттерны: циклов 3, повторных маршрутов 1, цепочек A→B→C 1."
100000000596954100,distributor,0.6948939798339265,2,0.564802123003035,"Отправляет 2 получателям (top 13.6%), 2 переводов на 48.1 тыс. KZT; выраженный fan-out."
100000000600707100,consolidator,0.48716192170818506,37,0.36767154055428075,"Получает от 1 отправителей (top 59.0%), вход 89.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000607731100,distributor,0.648142793594306,29,0.5290171764566786,"Отправляет 1 получателям (top 23.8%), 1 переводов на 66.7 тыс. KZT; выраженный fan-out."
100000000607941100,transit,0.8567501270971022,5,0.6489173801587904,"Получено 50.0 тыс., отправлено 70.0 тыс. KZT; совпадение потоков 71%, быстрое перенаправление 67%. Паттерны: циклов 1."
100000000608031100,coordinator,0.4471779359430605,16,0.366047686417891,"Betweenness top 63.3%, PageRank top 17.3%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
100000000611474100,terminal,0.6957606761565837,22,0.4120314914017826,"Получено 32.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000625169100,terminal,0.6222019572953736,1,0.3666802908538674,"Получено 10.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000627521100,consolidator,0.38884786476868327,39,0.27814382325258663,"Получает от 1 отправителей (top 59.0%), вход 6.5 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000629812100,terminal,0.7471574733096086,55,0.40951643602542187,"Получено 22.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000634341100,coordinator,0.4518665480427047,0,0.39052730981940054,"Betweenness top 63.3%, PageRank top 14.5%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
100000000640800100,distributor,0.8529101423487545,3,0.6191543712858762,"Отправляет 4 получателям (top 6.5%), 6 переводов на 518.1 тыс. KZT; выраженный fan-out."
100000000646541100,terminal,0.7738256227758006,0,0.49839591535392247,"Получено 25.3 тыс. KZT от 3 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000655469100,consolidator,0.42510676156583627,21,0.33123720931492284,"Получает от 1 отправителей (top 59.0%), вход 20.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000656682100,transit,0.7406361209964413,0,0.5405184513106578,"Получено 71.0 тыс., отправлено 80.0 тыс. KZT; совпадение потоков 89%, быстрое перенаправление 0%."
100000000661131100,terminal,0.6437144128113879,1,0.3651201054716362,"Получено 15.6 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000661912100,transit,0.9449131848592087,0,0.8434542235978163,"Получено 393.0 тыс., отправлено 430.7 тыс. KZT; совпадение потоков 91%, быстрое перенаправление 88%. Паттерны: циклов 1, повторных маршрутов 1."
100000000667713100,distributor,0.8870562722419929,5,0.8061204366542087,"Отправляет 6 получателям (top 4.3%), 7 переводов на 79.2 тыс. KZT; выраженный fan-out. Паттерны: циклов 2, повторных маршрутов 1."
100000000673868100,distributor,0.891648131672598,30,0.7298651507085363,"Отправляет 5 получателям (top 5.3%), 19 переводов на 383.0 тыс. KZT; выраженный fan-out. Паттерны: циклов 2, повторных маршрутов 2, дроблений 1."
100000000673915100,consolidator,0.4294661921708185,36,0.2962361397439245,"Получает от 1 отправителей (top 59.0%), вход 20.2 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000703894100,distributor,0.6438500889679716,29,0.5592863920305974,"Отправляет 1 получателям (top 23.8%), 1 переводов на 35.0 тыс. KZT; выраженный fan-out."
100000000703902100,terminal,0.6796841637010677,1,0.4429833059861907,"Получено 25.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000704700100,coordinator,0.44498487544483983,24,0.36289913825786607,"Betweenness top 63.3%, PageRank top 18.6%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
100000000706545100,consolidator,0.7854845994720607,5,0.7352905298638589,"Получает от 3 отправителей (top 6.4%), вход 1.07 млн KZT; наблюдаемый остаток 93%. Паттерны: циклов 1, повторных маршрутов 1."
100000000718427100,terminal,0.6075711743772242,1,0.35768553996418767,"Получено 6.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000723383100,coordinator,0.7548843416370107,21,0.537799014056821,"Betweenness top 4.1%, PageRank top 31.1%; межкластерных связей 1, близость к seed 0.36."
100000000724540100,distributor,0.6280412218268091,17,0.49005016779631994,"Отправляет 1 получателям (top 23.8%), 1 переводов на 100.0 тыс. KZT; выраженный fan-out."
100000000733373100,terminal,0.6271752669039146,5,0.4050486163006626,"Получено 10.7 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000733451100,distributor,0.6307072953736655,13,0.5384058247878902,"Отправляет 1 получателям (top 23.8%), 1 переводов на 300.0 тыс. KZT; выраженный fan-out."
100000000733940100,consolidator,0.5230115658362989,31,0.39384108758655023,"Получает от 1 отправителей (top 59.0%), вход 752.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000737152100,consolidator,0.42452402135231315,0,0.37372452945006324,"Получает от 1 отправителей (top 59.0%), вход 35.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000749118100,transit,0.6622043028146232,0,0.4856308777529353,"Получено 10.3 тыс., отправлено 16.5 тыс. KZT; совпадение потоков 63%, быстрое перенаправление 0%."
100000000764836100,distributor,0.6924666370106762,3,0.5711200717987106,"Отправляет 2 получателям (top 13.6%), 2 переводов на 50.0 тыс. KZT; выраженный fan-out."
100000000765628100,terminal,0.6005160142348754,5,0.4022691679020861,"Получено 5.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000769919100,terminal,0.8084697508896795,61,0.4522610572405056,"Получено 250.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000782285100,terminal,0.6086699288256227,0,0.3951331984285013,"Получено 6.2 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000783406100,terminal,0.6083807829181495,35,0.3255181002704317,"Получено 6.1 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000785800100,transit,0.9935542704626334,56,0.6085373621680242,"Получено 19.0 тыс., отправлено 19.0 тыс. KZT; совпадение потоков 100%, быстрое перенаправление 100%. Паттерны: циклов 1."
100000000790311100,terminal,0.7156539145907473,15,0.43162688838445074,"Получено 46.3 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000791285100,distributor,0.8284608540925268,26,0.6527885226921298,"Отправляет 3 получателям (top 8.9%), 3 переводов на 650.0 тыс. KZT; выраженный fan-out. Паттерны: циклов 1."
100000000795033100,terminal,0.6543549822064056,0,0.4268955190420492,"Получено 18.2 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000795129100,terminal,0.8191681494661921,15,0.4914773089603161,"Получено 332.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000795374100,terminal,0.7236343416370107,3,0.42032485602600855,"Получено 50.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000802149100,terminal,0.7668905693950178,0,0.45146156466532533,"Получено 104.1 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000803368100,consolidator,0.5396752669039145,14,0.405390557425166,"Получает от 1 отправителей (top 59.0%), вход 139.5 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000806727100,distributor,0.6926052787663108,2,0.5023711095769592,"Отправляет 1 получателям (top 23.8%), 1 переводов на 5.0 тыс. KZT; выраженный fan-out."
100000000810551100,coordinator,0.7902157473309609,2,0.658617634776783,"Betweenness top 7.6%, PageRank top 56.1%; межкластерных связей 1, близость к seed 0.68."
100000000817146100,terminal,0.7439902135231317,5,0.5216909575382997,"Получено 70.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000821507100,terminal,0.8258185053380783,30,0.4507511215356412,"Получено 400.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000831684100,transit,0.7835542704626335,11,0.5703715992174713,"Получено 15.0 тыс., отправлено 50.0 тыс. KZT; совпадение потоков 30%, быстрое перенаправление 100%. Паттерны: циклов 1."
100000000838385100,distributor,0.7993438612099645,28,0.6388540239470385,"Отправляет 2 получателям (top 13.6%), 6 переводов на 177.5 тыс. KZT; выраженный fan-out. Паттерны: циклов 1."
100000000850297100,transit,0.9935542704626334,9,0.5644145155802196,"Получено 17.5 тыс., отправлено 17.5 тыс. KZT; совпадение потоков 100%, быстрое перенаправление 100%. Паттерны: циклов 1."
100000000860514100,distributor,0.6203870106761566,25,0.4583139665487044,"Отправляет 1 получателям (top 23.8%), 1 переводов на 50.0 тыс. KZT; выраженный fan-out."
100000000861294100,terminal,0.7831983985765124,6,0.47149453043990414,"Получено 150.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000870121100,terminal,0.6299510676156583,13,0.39304710871750065,"Получено 12.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000878006100,terminal,0.7172731316725979,4,0.4047605693080312,"Получено 47.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000896111100,terminal,0.8143104982206405,23,0.462933608127999,"Получено 287.1 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000907277100,terminal,0.6508274021352313,1,0.42926916007871724,"Получено 17.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000910216100,coordinator,0.7910943060498221,2,0.6229705919451248,"Betweenness top 2.7%, PageRank top 44.5%; межкластерных связей 1, близость к seed 0.36."
100000000912487100,terminal,0.6222019572953736,2,0.4015673425921647,"Получено 10.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000913911100,coordinator,0.7585609430604981,2,0.6251712349409192,"Betweenness top 17.0%, PageRank top 25.2%; межкластерных связей 1, близость к seed 0.36."
100000000917179100,terminal,0.7589101423487544,14,0.43795572147307027,"Получено 94.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000922570100,transit,0.7569921209964412,11,0.5603121879773565,"Получено 47.1 тыс., отправлено 50.0 тыс. KZT; совпадение потоков 94%, быстрое перенаправление 0%."
100000000926078100,consolidator,0.49959074733096087,3,0.4018361684530723,"Получает от 1 отправителей (top 59.0%), вход 250.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000000926766100,transit,0.7011542704626335,25,0.48037408854008556,"Получено 18.8 тыс., отправлено 6.0 тыс. KZT; совпадение потоков 32%, быстрое перенаправление 100%. Паттерны: циклов 1."
100000000933075100,transit,0.8361622452280816,11,0.6350900921650345,"Получено 40.0 тыс., отправлено 55.0 тыс. KZT; совпадение потоков 73%, быстрое перенаправление 50%. Паттерны: циклов 1."
100000000941942100,terminal,0.7760275800711743,2,0.5302498242182451,"Получено 130.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000942301100,terminal,0.7343905693950178,0,0.4460860717895287,"Получено 57.6 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000943371100,terminal,0.6427313167259786,13,0.3977940378719738,"Получено 15.5 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000945428100,terminal,0.7554403914590747,0,0.5140043434813271,"Получено 89.6 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000954884100,terminal,0.6980738434163701,35,0.3771244027885974,"Получено 34.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000955444100,terminal,0.6100578291814945,43,0.37308888848399524,"Получено 6.9 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000955529100,distributor,0.7189991103202847,2,0.5629232200727401,"Отправляет 1 получателям (top 23.8%), 1 переводов на 63.5 тыс. KZT; выраженный fan-out."
100000000957746100,coordinator,0.41231583629893237,16,0.3328066721830156,"Betweenness top 63.3%, PageRank top 37.8%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
100000000961900100,terminal,0.7822597864768682,0,0.5056801411772075,"Получено 36.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000967918100,terminal,0.6656316725978647,0,0.4649577076541489,"Получено 21.2 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются. Паттерны: повторных маршрутов 1."
100000000968253100,terminal,0.6401290035587188,1,0.4240982526054077,"Получено 15.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000971908100,terminal,0.7551512455516014,6,0.45475840944346285,"Получено 89.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000976943100,transit,0.8429759786476869,9,0.6257765325414304,"Получено 70.0 тыс., отправлено 84.0 тыс. KZT; совпадение потоков 83%, быстрое перенаправление 33%. Паттерны: повторных маршрутов 1."
100000000978041100,terminal,0.7121841637010676,1,0.46123430499095563,"Получено 44.4 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000979567100,terminal,0.6222019572953736,1,0.411714454554935,"Получено 10.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000979923100,terminal,0.7611654804270462,9,0.4996215466167978,"Получено 97.9 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000981693100,coordinator,0.4414306049822065,0,0.38045773686566386,"Betweenness top 63.3%, PageRank top 20.7%; межкластерных связей 0, близость к seed 0.29. Граница depth=4: исходящий поток может быть усечён."
100000000993112100,terminal,0.7803647686832739,32,0.4237594813253176,"Получено 141.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000000998559100,terminal,0.7636521352313167,2,0.5224126209038112,"Получено 100.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001009583100,terminal,0.8249510676156583,4,0.4651514796905597,"Получено 393.7 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001046057100,terminal,0.7522019572953736,10,0.441912247621734,"Получено 83.4 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001046626100,terminal,0.7831983985765124,4,0.4381661448597679,"Получено 150.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001049200100,distributor,0.8411499110320285,18,0.692721029135744,"Отправляет 4 получателям (top 6.5%), 5 переводов на 36.0 тыс. KZT; выраженный fan-out. Паттерны: циклов 4."
100000001052789100,terminal,0.744452846975089,18,0.4286226746248758,"Получено 71.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001052945100,distributor,0.8312411032028469,57,0.6004361784029572,"Отправляет 3 получателям (top 8.9%), 6 переводов на 1.60 млн KZT; выраженный fan-out. Паттерны: повторных маршрутов 1."
100000001053894100,consolidator,0.5558763345195729,39,0.43685265632943565,"Получает от 1 отправителей (top 59.0%), вход 2.00 млн KZT; наблюдаемый остаток 100%. Паттерны: повторных маршрутов 1. Граница depth=4: исходящий поток может быть усечён."
100000001056414100,terminal,0.8084697508896795,12,0.4295101188995435,"Получено 250.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001063678100,distributor,0.6964479537366549,22,0.5085397282967665,"Отправляет 2 получателям (top 13.6%), 2 переводов на 90.0 тыс. KZT; выраженный fan-out."
100000001065234100,consolidator,0.5089190391459074,58,0.3796732744124203,"Получает от 1 отправителей (top 59.0%), вход 360.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001065481100,consolidator,0.4696352313167259,13,0.3887541738450546,"Получает от 1 отправителей (top 59.0%), вход 16.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001066017100,distributor,0.8058629893238434,0,0.6000222207787442,"Отправляет 4 получателям (top 6.5%), 4 переводов на 82.5 тыс. KZT; выраженный fan-out."
100000001072022100,terminal,0.943959074733096,2,0.6356283226198375,"Получено 1.68 млн KZT от 3 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001073568100,distributor,0.7976134341637011,14,0.6374249253132596,"Отправляет 2 получателям (top 13.6%), 3 переводов на 219.5 тыс. KZT; выраженный fan-out. Паттерны: повторных маршрутов 1."
100000001074553100,terminal,0.7672820284697509,7,0.5159580375992004,"Получено 29.0 тыс. KZT от 2 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001083990100,terminal,0.7214368327402135,11,0.4371893643426562,"Получено 49.9 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
100000001089055100,consolidator,0.4725311387900356,16,0.3580883091936917,"Получает от 1 отправителей (top 59.0%), вход 13.0 тыс. KZT; наблюдаемый остаток 100%. Граница depth=4: исходящий поток может быть усечён."
100000001102676100,transit,0.9935542704626334,2,0.6741416369143906,"Получено 50.0 тыс., отправлено 50.0 тыс. KZT; совпадение потоков 100%, быстрое перенаправление 100%."
100000001103905100,terminal,0.6531405693950177,1,0.43047485402889524,"Получено 18.0 тыс. KZT от 1 отправителей, исходящий поток 0 KZT; средства преимущественно остаются."
